"point_id","x","y","total_1860","total_1830","slaves_1830","total_1790","slaves_1790","slaves_1860","free_blacks_1860","total_1970","black_1970","total_2010","black_2010","jail_2010"
6666,-188650,218666,"","","","","","","",2784.504,6.953,1722.445,5.834,11.081
8547,-901137,-86686,141.767,"","","","","",0.010,1094.434,2.110,1818.806,12.688,8.577
10075,447499,-341146,1520.091,36.527,3.995,"","",727.580,"",8012.216,3356.320,1644.387,537.526,7.997
9039,-214096,-163024,"","","","","","","",3140.744,149.661,1779.572,8.409,8.890
7295,-417664,116882,"","","","","","","",1947.617,0.693,1713.701,9.386,4.836
1948,1694351,982044,4734.101,1735.340,"",101.608,1.009,"",2.959,6702.974,7.401,1667.556,10.064,4.723
64,-1613624,1465518,8.657,"","","","","",0.007,1083.044,0.996,1647.222,6.551,2.605
3305,1083648,753031,401.984,3454.720,"","","","","",1845.614,0.741,1837.804,6.949,3.239
6182,-188650,295003,"","","","","","","",3049.225,1.068,1760.466,8.122,1.122
5811,-1384610,345895,25.497,"","","","","","",287.927,0.081,1648.329,8.948,16.667
159,-1410056,1389180,1.789,"","","","","",0.004,1235.541,0.284,1683.919,7.407,3.480
1631,549283,1032936,205.591,7.450,"","","","",3.810,7798.793,8.614,1747.865,4.620,2.997
10793,-595785,-493821,"","","","","","","",2477.411,87.442,1656.663,73.323,4.788
1782,625621,1007490,185.544,10.702,0.009,"","","",3.946,8277.650,102.578,1720.399,3.064,4.020
10802,-366772,-493821,"","","","","","","",2970.357,171.483,1800.521,130.175,34.036
1530,-2020759,1032936,93.242,"","","","","",0.109,2676.562,2.145,1807.942,5.703,3.369
7285,-672123,116882,337.719,"","","","","",0.453,963.978,"",1818.932,177.426,2.132
3238,-672123,753031,"","","","","","","",656.971,0.104,1782.926,9.179,2.591
2016,-977475,956598,"","","","","","","",506.481,0.208,1719.738,7.799,5.861
1490,549283,1058382,796.135,5.336,"","","","",5.012,6468.931,6.970,1766.890,13.690,2.846
788,-1893529,1185612,20.710,"","","","","",0.008,1593.622,1.313,1603.221,10.592,5.210
9325,-494001,-213916,"","","","","","","",1663.538,4.406,1747.384,19.309,9.496
3707,-1308272,676693,1.789,"","","","","",0.004,11373.150,106.106,1891.984,6.800,7.586
10919,-392218,-519267,"","","","","","","",4364.882,383.441,1819.112,119.866,4.704
12572,-341326,-1180862,15.833,"","","","","","",90.494,"",1760.649,2.605,10.469
1037,-1689962,1134720,6.762,"","","","","",0.033,2059.438,8.579,1712.874,6.016,3.693
4473,-2122543,549463,851.330,"","","","","",4.226,6611.065,104.395,1762.399,14.514,5.372
2378,701959,905707,345.110,0.078,"","","","",0.117,2353.708,0.702,1670.775,8.275,6.138
860,-61420,1185612,21.742,"","","","","","",3556.743,1.355,1697.089,9.558,3.757
5017,-773907,473125,"","","","","","","",2649.275,48.701,1608.527,22.790,3.428
8222,-1104704,-35794,101.142,"","","","","",0.050,3259.399,5.547,1784.002,7.615,12.355
8580,-61420,-86686,"","","","","","","",2210.150,27.499,1746.031,17.216,5.546
1766,218485,1007490,2.958,7.976,"","","","",0.009,2406.743,2.140,1799.742,11.805,5.108
4835,-1206488,498571,0.912,"","","","","","",850.258,1.916,1799.729,9.849,6.918
6480,-824799,244112,337.719,"","","","","",0.453,247.082,0.566,1855.294,14.826,21.477
482,-1613624,1261950,1.789,"","","","","",0.004,4139.129,16.876,1748.479,6.057,2.222
1354,294823,1083828,12.012,6.090,"","","","","",933.702,0.532,1754.562,8.680,2.232
72,-2020759,1440072,71.012,"","","","","",1.005,2178.345,4.605,1674.881,22.326,4.612
152,-1588178,1389180,1.789,"","","","","",0.004,1187.365,0.453,1843.643,14.215,4.990
794,-1740853,1185612,12.468,"","","","","",0.010,6995.227,79.359,1801.811,21.919,3.756
789,-1868083,1185612,14.276,"","","","","",0.011,2375.486,11.591,1658.861,11.111,6.282
6512,-10528,244112,820.409,"","","","","","",4051.428,15.416,1805.082,14.455,3.357
34,-1893529,1490964,21.505,"","","","","","",7747.167,8.756,1770.539,12.735,4.925
145,-1766299,1389180,3.697,"","","","","",0.005,2118.144,2.358,1820.640,12.315,5.920
1922,371161,982044,56.534,5.982,0.033,"","","","",1890.697,0.514,1727.997,1.945,7.875
299,-1893529,1312842,14.276,"","","","","",0.011,4653.304,36.274,1776.968,7.243,6.824
6648,-646677,218666,337.719,"","","","","",0.453,468.147,0.197,1650.923,133.386,12.169
7929,-417664,15098,"","","","","","","",1564.316,3.294,1786.771,9.727,4.030
10677,-494001,-468375,"","","","","","","",1475.402,83.966,1802.333,123.577,17.775
985,40364,1160166,7.411,"","","","","","",2360.873,0.442,1728.866,4.349,8.647
11197,854634,-570159,7505.127,2778.520,1312.637,"","",5261.908,9.234,6626.907,4017.815,1944.793,1549.090,16.374
4833,-1257380,498571,14.654,"","","","","","",794.970,0.595,1671.941,3.716,5.050
4326,-1791745,574909,0.557,"","","","","","",150.632,1.228,1694.017,6.318,6.988
362,2126932,1312842,822.864,254.638,"",33.174,"","",0.952,3385.133,27.824,1742.441,6.799,2.813
12560,-214096,-1155416,159.261,0.794,0.101,"","",0.281,2.150,2120.745,4.504,1784.481,11.945,162.813
5977,-1282826,320449,44.211,"","","","","","",747.536,1.691,1840.876,6.597,9.877
8885,-290434,-137578,"","","","","","","",2738.039,7.373,1797.653,86.316,13.237
3911,-214096,651247,"","","","","","","",2248.075,"",1790.153,9.739,8.500
5295,-2071651,422233,2575.677,"","","","","",33.950,994.862,11.612,2015.999,12.674,5.818
8407,-443109,-61240,"","","","","","","",1700.370,2.075,1718.846,13.457,9.392
5333,-1104704,422233,0.912,"","","","","","",675.292,0.106,1743.341,11.926,13.430
9038,-239542,-163024,"","","","","","","",1990.693,50.645,1954.675,6.739,16.315
2114,-2224327,931152,178.432,"","","","","",0.431,5317.274,4.824,1939.274,11.590,4.934
5206,-163204,447679,"","","","","","","",2988.550,4.033,1824.268,6.869,1.692
12261,-366772,-900957,114.828,"","","","",6.002,"",2782.574,17.323,1725.337,11.365,10.501
9984,-1868083,-341146,54.109,"","","","","",0.100,1181.438,27.281,1942.027,118.485,3.936
120,-1511840,1414626,1.789,"","","","","",0.004,1246.415,0.587,1809.762,11.649,5.760
6350,-35974,269558,610.199,"","","","","","",3694.182,4.340,1790.588,11.130,4.761
9753,-646677,-290254,76.961,"","","","","","",2180.786,99.065,1654.622,51.032,12.906
2763,-850245,829369,"","","","","","","",575.649,0.799,1834.733,7.086,9.716
3240,-621231,753031,"","","","","","","",812.451,"",1714.921,10.029,10.161
9434,-1435502,-239362,22.658,"","","","","",0.024,1169.718,4.394,1898.363,16.718,7.564
4956,-2326111,473125,1188.443,"","","","","",8.317,1646.195,12.245,2189.526,21.142,6.634
9786,193040,-290254,1321.073,132.093,20.137,"","",55.205,"",2284.647,"",1820.936,12.359,34.200
1479,243931,1058382,12.012,6.098,"","","","","",1556.112,0.827,1779.929,22.580,2.264
1777,498391,1007490,432.427,8.288,0.001,"","","",2.272,4512.456,0.872,1865.569,265.861,5.043
3868,-1308272,651247,1.789,"","","","","",0.004,8171.234,71.091,1921.748,6.555,6.181
5330,-1181042,422233,0.912,"","","","","","",572.047,0.009,1865.027,5.299,25.091
6776,-1460948,193220,10.952,"","","","","","",859.318,0.134,1703.873,4.646,12.617
3913,-163204,651247,"","","","","","","",3052.329,0.955,1847.777,6.973,1.926
1316,-672123,1083828,"","","","","","","",979.234,0.164,1761.189,12.657,45.799
8381,-1104704,-61240,140.094,"","","","","",0.011,3557.863,6.075,1849.802,8.194,12.811
6190,14918,295003,1274.593,"","","","","",0.450,5519.665,6.294,1945.948,6.041,2.958
2014,-1028367,956598,"","","","","","","",827.831,0.846,1838.131,7.482,6.212
1477,193040,1058382,7.104,5.934,"","","","",0.607,1709.926,1.035,1904.149,13.320,5.273
5531,-239542,396787,25.774,"","","","","","",6160.503,15.224,1865.394,6.081,4.134
3914,-137758,651247,"","","","","","","",3186.004,1.228,1888.083,10.717,""
10893,-1053813,-519267,36.688,"","","","","","",698.163,9.374,1780.358,31.939,6.583
1710,-1206488,1007490,"","","","","","","",1176.287,1.263,1870.660,5.645,2.974
5038,-239542,473125,"","","","","","","",2100.598,0.117,1808.769,5.168,1.704
3174,-2300665,753031,164.685,"","","","","",0.365,5630.888,26.039,2237.667,18.898,8.487
5709,142148,371341,1342.097,"","","","","",0.427,3356.915,2.079,1771.101,5.939,6.005
897,2254162,1185612,266.972,"","","","","",1.092,187.355,0.232,1750.863,20.152,3.455
2644,-86866,854815,"","","","","","","",5092.538,0.415,1765.534,4.308,3.413
6638,-901137,218666,44.211,"","","","","","",2318.546,14.084,1823.322,8.465,7.659
1292,-1282826,1083828,1.576,"","","","","",0.003,6871.557,21.708,1777.766,14.694,4.973
3901,-468555,651247,"","","","","","","",648.464,"",2030.230,12.507,""
4629,-2249773,524017,227.850,"","","","","",1.956,3143.251,13.571,1851.987,41.612,8.317
1628,472945,1032936,426.027,7.033,"","","","",2.238,3468.301,0.595,1929.053,6.193,4.724
374,-1893529,1287396,14.276,"","","","","",0.011,8363.088,90.243,1920.237,9.320,13.322
10662,-875691,-468375,36.688,"","","","","","",191.024,0.341,2026.403,10.064,11.591
7861,-2147989,15098,129.628,"","","","","",0.795,7515.331,162.186,1790.737,16.595,5.262
5185,-697569,447679,"","","","","","","",5242.710,137.765,1690.738,11.620,5.131
1261,-2071651,1083828,675.786,"","","","","",0.698,7786.760,5.739,1881.807,10.973,4.249
147,-1715407,1389180,8.073,"","","","","",0.007,1746.005,3.029,1856.544,13.775,5.946
10671,-646677,-468375,6.628,"","","","","",0.001,2100.528,27.691,1782.154,21.540,5.107
1008,2050595,1160166,861.304,803.743,"",307.813,"","",0.002,933.193,0.286,1893.053,4.880,3.434
6828,-137758,193220,"","","","","","","",2372.020,2.648,1836.178,19.906,25.337
1765,193040,1007490,0.868,7.908,"","","","",0.010,1428.715,1.128,1874.609,8.825,5.585
2648,14918,854815,5.706,"","","","","","",5379.645,0.929,1843.740,16.395,2.396
1923,396607,982044,56.534,5.843,0.035,"","","","",3279.111,3.818,1813.780,6.051,9.197
1678,-2020759,1007490,13.270,"","","","","",0.034,2459.059,1.931,1921.727,5.316,3.434
5947,-2046205,320449,1696.168,"","","","","",17.350,2436.744,28.249,1848.459,12.711,6.841
798,-1639070,1185612,14.272,"","","","","",0.011,1514.779,0.633,1829.096,8.822,7.190
935,-1231934,1160166,"","","","","","","",2378.741,4.932,1729.481,6.856,2.928
12487,1490783,-1053632,13.221,10.650,9.546,"","",3.352,0.122,952.329,229.988,1831.507,326.288,54.961
1542,-1715407,1032936,6.346,"","","","","",0.034,1417.093,3.309,1744.438,17.472,5.838
7143,-239542,142328,"","","","","","","",4475.009,42.755,1830.789,21.638,6.389
11256,-315880,-595605,"","","","","","","",2193.251,15.638,1807.279,26.155,1.425
12308,-392218,-926403,71.231,"","","","",0.041,0.863,2361.607,13.459,1758.348,17.188,11.702
1696,-1562732,1007490,1.789,"","","","","",0.004,271.745,0.048,1929.208,2.541,9.254
2240,1567121,931152,1410.518,7083.000,"",287.873,5.867,"",4.222,1787.933,4.222,1811.741,139.870,3.075
2201,-10528,931152,1.728,"","","","","","",3443.246,1.032,1901.121,8.944,""
7112,-1028367,142328,12.335,"","","","","","",839.764,0.230,1813.066,5.931,8.256
1016,2254162,1160166,1358.007,"","","","","",5.555,953.020,1.181,1686.915,8.912,3.329
3092,-239542,778477,"","","","","","","",1021.227,0.174,1859.952,5.335,""
11543,-188650,-671943,553.790,"","","","",62.595,0.002,7424.152,641.774,1994.720,24.474,3.160
93,-1486394,1440072,0.904,"","","","","",0.002,629.687,0.288,1859.914,12.123,5.893
5459,-2071651,396787,2663.451,"","","","","",33.808,1671.370,20.992,2162.491,17.116,6.526
3456,752851,727585,153.972,7.983,"","","","",0.848,1524.788,4.494,1943.744,8.616,6.398
7305,-163204,116882,"","","","","","","",6258.526,78.980,1827.012,13.878,5.148
10429,-494001,-417483,"","","","","","","",2518.873,179.385,1830.774,61.251,4.670
98,-2071651,1414626,22.283,"","","","","","",6493.928,4.689,1830.094,17.276,6.360
5683,-519447,371341,19.878,"","","","","",0.019,1501.857,3.534,1868.841,9.292,9.885
10131,-1511840,-366591,78.681,"","","","","",0.255,288.451,19.624,1945.795,175.218,6.168
6342,-239542,269558,"","","","","","","",1883.303,0.558,1917.116,7.038,3.445
2496,-86866,880261,"","","","","","","",2624.998,0.800,1808.438,13.590,7.971
6748,-2173435,193220,117.999,"","","","","",0.259,3297.946,66.424,1811.745,22.649,4.495
1112,218485,1134720,5.614,6.098,"","","","",0.025,2635.246,0.480,1898.493,11.034,3.775
2263,-2224327,905707,184.099,"","","","","",0.406,4630.168,1.270,1525.192,11.150,3.869
8218,-1206488,-35794,114.308,"","","","","",0.037,719.753,9.271,1831.427,5.836,2.890
12342,1465338,-926403,8.348,"","","","",0.712,0.034,371.512,8.885,1878.014,44.223,11.200
1846,-1562732,982044,1.789,"","","","","",0.004,241.696,"",2212.924,5.727,9.961
4046,-850245,625801,"","","","","","","",2384.080,19.068,1689.866,19.269,8.546
5652,-1308272,371341,341.864,"","","","","",0.151,1089.569,0.834,1696.098,7.009,5.305
8811,1770689,-112132,1320.397,"","","","",319.627,25.424,4568.191,508.380,1912.761,29.808,5.602
3897,-570339,651247,"","","","","","","",1040.920,1.271,1807.388,2.855,0.980
7301,-264988,116882,"","","","","","","",4344.414,44.302,1905.642,8.257,2.040
10554,-494001,-442929,"","","","","","","",2097.728,140.874,1887.566,88.189,10.133
5873,193040,345895,4420.505,88.480,9.523,"","",6.657,1.942,3638.651,3.001,1886.679,8.153,2.442
8028,-1969867,-10348,310.815,"","","","","",2.386,643.543,13.540,2143.521,32.644,7.536
4998,-1257380,473125,14.626,"","","","","","",780.974,0.399,1568.335,8.587,4.360
8175,1770689,-10348,2245.535,1125.020,353.479,665.218,180.862,745.014,67.186,2066.072,723.526,1935.351,693.950,4.180
1170,-1359164,1109274,1.789,"","","","","",0.004,654.059,2.564,1969.672,4.834,3.206
5625,-1995313,371341,912.225,"","","","","",7.460,1229.551,0.396,1703.290,14.347,4.607
1246,1999703,1109274,2911.260,1182.000,"",787.475,"","",0.721,3202.686,1.420,2219.112,5.150,2.520
10806,-264988,-493821,133.359,"","","","",19.918,"",3490.059,55.030,1878.263,22.988,14.224
11601,1287216,-671943,818.296,666.222,387.878,3.806,0.874,174.436,1.078,4243.035,1063.214,2035.266,736.094,15.521
9765,-341326,-290254,"","","","","","","",2654.162,184.212,1934.153,123.155,14.011
3053,-1231934,778477,1.789,"","","","","",0.004,6056.790,13.138,1917.040,7.230,5.629
10414,-875691,-417483,22.658,"","","","","",0.024,429.208,1.746,1812.714,12.788,12.949
1524,-2173435,1032936,216.420,"","","","","",0.241,2416.697,1.257,2033.326,11.145,3.779
2015,-1002921,956598,"","","","","","","",841.300,0.812,1792.881,6.140,6.059
12608,-137758,-1231754,214.941,11.338,1.448,"","",0.250,2.353,2217.397,7.400,2031.032,12.446,6.838
9921,65810,-315700,"","","","","","","",2289.185,34.094,1976.157,26.032,6.963
10566,-188650,-442929,126.148,"","","","",5.130,0.250,1936.734,4.944,2041.751,32.506,10.797
9207,269377,-188470,1404.025,54.163,2.438,"","",75.287,"",3834.673,52.647,1962.874,6.290,3.872
9004,-1104704,-163024,50.621,"","","","","","",1969.409,18.173,2217.428,14.505,10.937
2461,-977475,880261,"","","","","","","",807.392,0.158,1890.446,4.072,14.530
1475,142148,1058382,7.468,"","","","","",0.647,1793.960,1.760,1843.375,7.758,3.974
5370,-163204,422233,36.733,"","","","","","",3918.765,2.975,1894.963,2.626,1.938
2466,-850245,880261,"","","","","","","",1464.587,3.045,1867.414,8.957,9.149
10415,-850245,-417483,22.658,"","","","","",0.024,393.257,2.101,1802.239,12.089,13.216
615,-723015,1236504,"","","","","","","",1060.261,0.452,1897.184,7.483,2.834
7780,-188650,40544,"","","","","","","",11776.704,254.886,1962.322,11.137,5.823
318,-1410056,1312842,1.789,"","","","","",0.004,1783.151,1.305,1978.543,7.758,3.226
984,14918,1160166,7.411,"","","","","","",3969.442,0.672,1899.783,9.476,8.865
1791,854634,1007490,319.710,5.603,"","","","",3.199,2310.822,14.599,1856.021,15.915,5.340
4883,14918,498571,372.294,"","","","","",0.304,4532.748,0.367,1919.256,10.965,3.944
212,-1206488,1363734,"","","","","","","",870.072,0.215,2140.770,11.252,2.314
8181,-2147989,-35794,202.851,"","","","","","",2078.485,1.543,2336.855,21.862,7.115
2397,1745243,905707,4327.050,2974.100,"",1623.770,5.494,"",15.680,6812.567,24.675,2236.715,13.402,5.011
5327,-1257380,422233,688.167,"","","","","",0.333,1110.359,"",1720.639,9.306,9.966
6993,-10528,167774,305.260,"","","","","","",1999.772,28.760,1981.063,15.566,3.787
6487,-646677,244112,337.719,"","","","","",0.453,472.673,0.223,1810.213,146.716,13.163
6800,-850245,193220,232.173,"","","","","",0.290,1058.431,8.512,2074.338,118.741,14.139
10466,447499,-417483,2447.703,"","","","",1961.603,1.435,9841.945,5558.467,2058.795,1350.127,32.526
9175,-544893,-188470,"","","","","","","",2306.925,2.706,1972.073,36.809,6.901
9621,-341326,-264808,"","","","","","","",3706.675,145.200,1899.170,157.285,13.611
10653,-1104704,-468375,36.688,"","","","","","",1364.383,7.985,1785.555,13.108,6.798
485,-1537286,1261950,1.789,"","","","","",0.004,2169.604,2.068,1936.283,8.236,5.337
1919,294823,982044,73.412,6.360,0.026,"","","",0.351,1605.490,4.893,1926.760,33.146,8.728
8103,-61420,-10348,13.044,"","","","","",0.660,6731.224,161.958,1874.557,25.399,7.566
9922,91256,-315700,"",47.634,6.316,"","","","",1907.260,16.001,2007.195,26.830,7.910
5460,-2046205,396787,2647.820,"","","","","",34.110,1153.546,14.478,2256.528,29.574,6.154
5326,-1282826,422233,1004.007,"","","","","",0.487,1141.777,0.136,1727.422,9.237,9.346
85,-1689962,1440072,14.276,"","","","","",0.011,866.964,5.962,1803.308,13.253,7.746
3588,-137758,702139,"","","","","","","",2279.063,"",1913.973,3.284,""
8065,-1028367,-10348,101.142,"","","","","",0.050,1124.103,0.571,2082.508,13.845,14.277
557,2126932,1261950,822.864,1051.430,"",140.613,"","",0.952,3385.133,27.824,1973.594,11.263,3.186
3907,-315880,651247,"","","","","","","",1262.890,0.154,1981.956,7.603,8.466
8090,-392218,-10348,"","","","","","","",1253.898,0.255,2055.142,25.239,10.285
4185,-1333718,600355,195.628,"","","","","","",1083.308,0.621,1983.700,8.581,8.112
671,-1995313,1211058,20.463,"","","","","","",867.801,1.782,2140.582,18.129,7.979
9206,243931,-188470,1325.465,55.621,2.635,"","",77.710,"",2680.608,25.290,1997.157,6.302,3.702
10195,116702,-366591,"",86.146,8.968,"","","","",3763.788,508.286,1947.208,35.521,11.345
1927,498391,982044,153.124,13.943,0.021,"","","",0.234,2880.137,0.310,1907.791,36.217,12.025
8813,-2122543,-137578,0.730,"","","","","","",128.668,0.750,2301.773,53.911,6.524
6348,-86866,269558,104.424,"","","","","","",2715.251,0.914,1981.998,13.769,3.650
7911,-875691,15098,101.142,"","","","","",0.050,1519.443,0.194,1947.649,16.704,6.937
9163,-850245,-188470,382.236,"","","","","",0.028,1158.829,4.857,2097.925,22.144,10.385
995,294823,1160166,12.012,6.098,"","","","","",2284.948,0.621,2053.444,8.313,2.612
8219,-1181042,-35794,106.787,"","","","","",0.045,719.753,9.271,1984.347,6.623,3.132
1672,-2173435,1007490,158.896,"","","","","",0.381,3517.112,2.788,1917.203,14.445,5.684
2834,1541675,829369,587.299,4647.660,"",238.217,4.855,"",2.660,1193.033,10.653,1987.455,71.604,3.869
8496,1821581,-61240,131.780,"","","","",47.568,4.380,305.465,26.052,2024.354,15.993,7.403
3912,-188650,651247,"","","","","","","",2461.423,"",1952.301,10.109,9.269
2941,-112312,803923,"","","","","","","",2133.896,"",1989.829,3.808,4.282
259,-1333718,1338288,1.789,"","","","","",0.004,1876.765,1.427,1888.345,7.196,3.058
291,-2097097,1312842,124.782,"","","","","",0.035,4214.455,5.267,2054.417,18.163,5.256
1343,14918,1083828,25.315,"","","","","","",2885.501,1.404,1914.738,7.856,1.661
9324,-519447,-213916,"","","","","","","",462.918,0.177,1807.471,19.621,11.178
7877,-1740853,15098,126.536,"","","","","","",307.312,6.629,2596.612,510.088,8.522
3017,-2147989,778477,209.725,"","","","","",1.952,1308.606,27.610,1844.635,21.038,5.429
5369,-188650,422233,30.914,"","","","","","",3424.760,1.881,1989.436,8.108,1.393
6026,-35974,320449,271.986,"","","","","","",5143.126,12.622,2125.254,3.063,2.545
6138,-1308272,295003,44.211,"","","","","","",1262.165,0.693,2078.217,14.890,8.381
86,-1664516,1440072,14.276,"","","","","",0.011,404.812,9.303,1815.717,13.114,9.532
10710,345715,-468375,2422.104,104.700,24.758,"","",1024.814,"",7407.936,2237.717,2229.470,724.396,10.281
10301,-494001,-392037,"","","","","","","",2697.558,186.545,2004.132,87.367,1.440
4668,-1257380,524017,14.654,"","","","","","",694.847,0.178,1907.141,6.130,7.423
11302,854634,-595605,4632.092,1375.760,419.073,"","",2439.016,9.483,5801.429,2689.592,2010.936,939.179,10.198
795,-1715407,1185612,14.276,"","","","","",0.011,8116.849,92.569,2059.856,19.131,4.156
10036,-544893,-341146,"","","","","","","",5883.890,326.488,2125.941,191.513,8.585
10313,-188650,-392037,17.327,"","","","",0.086,0.280,1546.240,10.442,2042.723,15.557,8.601
11082,803743,-544713,8099.533,3267.050,1614.312,"","",6016.180,14.595,9893.967,5372.125,2114.789,1740.100,10.301
3988,-2326111,625801,233.512,"","","","","",0.318,5146.188,25.127,2240.075,34.685,8.797
12421,-137758,-1002740,811.064,"","","","",195.301,0.108,1992.090,173.711,1991.620,147.633,10.289
5838,-697569,345895,19.878,"","","","","",0.019,721.703,0.427,1706.268,12.052,7.121
4447,1490783,574909,4290.488,1782.520,"",587.952,3.967,"",32.743,8915.822,11.900,2081.365,8.031,15.212
10167,-595785,-366591,"","","","","","","",4173.542,268.747,1802.808,84.630,9.493
4834,-1231934,498571,5.353,"","","","","","",843.995,1.779,2086.148,13.179,7.906
8493,1745243,-61240,975.346,366.372,115.113,216.633,58.899,359.661,46.144,2076.828,718.261,2088.283,710.273,7.140
11035,-392218,-544713,"","","","","","","",2546.938,100.069,2086.328,39.354,8.076
12165,345715,-850065,628.017,1459.600,975.184,"","",191.136,1.017,8278.126,1120.510,1847.572,72.879,7.108
11009,-1053813,-544713,36.688,"","","","","","",1032.640,9.117,1794.790,25.964,6.498
11633,-214096,-697389,306.593,"","","","",45.600,0.298,3259.450,50.284,2155.314,35.494,4.731
11382,422053,-621051,4567.241,4784.510,3166.685,"","",3892.668,4.480,4517.930,2091.140,2155.324,862.285,116.866
3055,-1181042,778477,1.789,"","","","","",0.004,285.536,"",1827.283,7.619,2.207
2537,1007310,880261,16.953,2784.550,"",101.237,2.063,"","",760.378,0.355,2163.448,4.758,8.775
975,-214096,1160166,"","","","","","","",1504.323,0.367,1955.076,2.407,6.055
10076,472945,-341146,4060.083,"","","","",2547.046,0.904,14638.317,8345.450,2049.428,1280.826,11.787
10892,-1079258,-519267,36.688,"","","","","","",986.907,19.728,2135.096,27.251,5.065
6202,320269,295003,4290.081,448.953,123.167,"","",138.385,3.480,3065.671,7.168,2049.930,11.403,0.558
11040,-264988,-544713,57.023,"","","","",7.379,"",2668.337,109.411,2070.443,49.010,10.124
747,-61420,1211058,55.182,"","","","","","",1800.979,0.138,2013.303,7.781,1.819
115,-1639070,1414626,6.569,"","","","","",0.006,1213.313,4.534,2058.561,10.935,4.141
11145,-468555,-570159,"","","","","","","",2476.505,166.775,2079.537,225.342,5.090
1637,701959,1032936,4.428,6.716,"","","","",0.227,1480.280,6.565,1951.278,27.162,5.089
2225,600175,931152,183.598,13.943,0.021,"","","",1.380,5692.903,3.534,1990.308,17.286,10.139
1633,600175,1032936,185.544,7.759,"","","","",3.946,3890.064,49.828,2057.200,152.060,0.769
2645,-61420,854815,"","","","","","","",3604.840,0.068,2036.374,5.440,3.030
10034,-595785,-341146,"","","","","","","",3705.359,211.309,1999.616,53.233,10.312
3746,-315880,676693,"","","","","","","",1262.890,0.154,2063.220,7.967,8.813
6797,-926583,193220,44.211,"","","","","","",581.201,1.841,2006.010,4.225,3.754
1000,422053,1160166,11.802,1.959,"","","","","",389.832,1.594,2278.055,9.033,""
11123,-1028367,-570159,32.373,"","","","","","",942.647,4.259,1712.576,27.658,6.840
9014,-850245,-163024,382.236,"","","","","",0.028,1158.829,4.857,2183.234,23.638,10.807
10059,40364,-341146,"","","","","","","",1672.306,30.452,2075.544,24.655,6.971
1820,-2224327,982044,68.311,"","","","","","",8779.457,8.855,1845.788,5.886,3.343
2218,422053,931152,111.310,5.206,0.045,"","","","",2686.065,0.309,2062.575,9.173,5.201
9147,-1257380,-188470,98.165,"","","","","","",1122.373,20.830,2072.993,61.077,9.077
4475,-2071651,549463,263.590,"","","","","",0.302,1120.004,19.134,2112.676,48.727,7.459
2708,-2249773,829369,323.070,"","","","","",6.040,3863.214,7.357,2140.655,17.600,7.634
7091,-1562732,142328,8.065,"","","","","","",1264.187,0.569,2023.892,22.365,10.302
5876,269377,345895,4977.042,286.588,48.024,"","",12.426,1.952,4337.462,23.525,2162.341,2.461,3.577
2047,-188650,956598,"","","","","","","",1767.449,0.306,1991.359,29.375,0.104
257,-1384610,1338288,1.789,"","","","","",0.004,1876.765,1.427,2096.950,8.275,3.396
4306,-2300665,574909,239.215,"","","","","",0.181,3636.141,20.707,2260.660,24.573,9.993
11720,-315880,-722835,54.268,"","","","",1.551,0.517,1644.135,45.042,2004.894,44.460,6.572
5622,-2071651,371341,2247.619,"","","","","",16.029,3693.383,64.560,2579.079,19.890,7.790
9304,-1028367,-213916,98.165,"","","","","","",1806.555,8.779,2084.768,6.503,""
3995,-2147989,625801,218.103,"","","","","",2.194,4078.540,28.931,2164.523,13.987,5.033
242,-1766299,1338288,1.789,"","","","","",0.004,2900.416,26.249,1874.086,20.935,6.402
847,-392218,1185612,"","","","","","","",7120.767,151.754,2069.473,11.521,3.873
5667,-926583,371341,0.912,"","","","","","",688.566,0.638,2161.602,14.901,3.731
1491,574729,1058382,1142.959,6.037,"","","","",7.914,2190.922,7.885,2063.356,178.227,0.175
1041,-1588178,1134720,1.789,"","","","","",0.004,4487.470,3.614,2072.895,10.721,7.518
11024,-672123,-544713,35.279,"","","","","","",1300.083,30.174,2014.841,27.084,14.084
11902,-264988,-773727,402.758,"","","","",11.938,"",2028.577,7.958,2110.134,7.670,3.685
5789,-1944421,345895,62.733,"","","","","",0.420,462.303,31.013,2137.120,149.491,15.662
8697,-1130150,-112132,39.498,"","","","","","",1980.099,18.789,2050.035,9.612,10.279
8564,-468555,-86686,"","","","","","","",1991.323,2.764,1912.945,56.663,10.478
6362,269377,269558,4115.354,382.435,64.086,"","",214.725,6.585,5283.573,85.814,2119.583,9.171,3.044
5353,-595785,422233,19.878,"","","","","",0.019,2315.923,2.893,1998.343,7.093,5.454
9295,-1257380,-213916,98.165,"","","","","","",1043.990,18.580,2019.534,54.012,8.534
1638,727405,1032936,5.885,6.785,"","","","",0.302,1915.295,7.900,2098.151,82.219,5.565
8282,422053,-35794,573.423,45.002,5.129,"","",4.574,1.472,1823.584,0.628,2026.852,6.537,2.089
3904,-392218,651247,"","","","","","","",1187.438,"",2082.313,8.964,8.894
6041,345715,320449,5435.262,420.001,106.078,"","",277.985,6.114,3993.245,53.772,2117.933,26.222,5.629
3206,-1486394,753031,1.789,"","","","","",0.004,1028.491,0.006,2042.267,11.636,2.961
1967,-2224327,956598,97.357,"","","","","",0.113,8440.046,8.463,2188.167,16.635,4.214
7068,-2147989,142328,92.659,"","","","","",0.060,417.389,11.032,988.234,15.806,2.308
