"point_id","x","y","total_1860","total_1830","slaves_1830","total_1790","slaves_1790","slaves_1860","free_blacks_1860","total_1970","black_1970","total_2010","black_2010","jail_2010"
330,-1104704,1312842,"","","","","","","",623.212,1.352,367.070,1.408,0.247
1399,-1791745,1058382,6.346,"","","","","",0.034,2157.199,9.820,344.572,1.307,1.048
1297,-1155596,1083828,"","","","","","","",300.623,0.076,340.437,1.176,1.769
9180,-417664,-188470,"","","","","","","",528.860,7.668,345.482,5.753,0.616
10151,-1002921,-366591,22.658,"","","","","",0.024,367.101,2.519,302.736,2.867,1.229
1733,-621231,1007490,"","","","","","","",597.980,"",334.702,1.487,0.547
6454,-1486394,244112,11.360,"","","","","","",362.669,0.001,333.904,1.995,24.720
9179,-443109,-188470,"","","","","","","",854.763,20.262,352.000,12.553,0.893
9605,-748461,-264808,366.905,"","","","","",0.316,402.507,0.679,357.030,6.426,46.218
11127,-926583,-570159,156.590,"","","","",0.531,0.496,132.309,0.596,364.332,5.163,4.353
1090,-341326,1134720,"","","","","","","",824.204,0.006,350.159,1.279,0.148
8685,-1435502,-112132,47.125,"","","","","","",647.408,17.161,409.572,5.440,1.471
8713,-723015,-112132,77.657,"","","","","",0.195,481.892,2.002,348.658,3.138,1.610
4543,-341326,549463,"","","","","","","",549.451,0.286,354.470,1.293,0.216
8994,-1359164,-163024,98.165,"","","","","","",647.408,17.161,376.557,4.021,1.353
6437,-1918975,244112,81.016,"","","","","",0.187,219.059,0.026,359.820,1.621,1.151
4383,-341326,574909,"","","","","","","",550.951,0.286,356.060,1.298,0.216
11346,-494001,-621051,"","","","","","","",300.333,1.326,322.273,5.437,0.976
2034,-519447,956598,"","","","","","","",565.888,"",350.143,1.128,0.554
7265,-1181042,116882,10.684,"","","","","","",302.716,0.504,350.105,2.298,3.567
12417,-239542,-1002740,11.342,"","","","",1.626,"",354.492,0.602,359.237,24.279,1.812
5637,-1689962,371341,7.473,"","","","","","",170.738,0.212,356.706,20.538,1.143
12061,-392218,-824619,"","","","","","","",303.982,0.793,347.670,2.470,2.141
4642,-1918975,524017,62.733,"","","","","",0.420,133.313,0.534,369.574,11.532,1.099
11967,-799353,-799173,5.278,"","","","",0.036,0.018,313.931,0.454,366.654,3.588,""
2776,-519447,829369,"","","","","","","",777.427,3.379,367.661,11.752,0.865
2777,-494001,829369,"","","","","","","",777.427,3.379,367.661,11.752,0.865
2925,-519447,803923,"","","","","","","",777.427,3.379,367.661,11.752,0.865
3080,-544893,778477,"","","","","","","",777.427,3.379,367.661,11.752,0.865
1740,-443109,1007490,"","","","","","","",751.685,"",359.261,1.501,0.510
2924,-544893,803923,"","","","","","","",778.593,3.342,367.333,11.627,0.864
7287,-621231,116882,337.719,"","","","","",0.453,440.653,1.672,370.506,17.456,2.380
3228,-926583,753031,"","","","","","","",822.159,1.982,358.556,1.750,1.793
4999,-1231934,473125,1.693,"","","","","","",780.974,0.399,262.180,1.167,0.729
6452,-1537286,244112,13.050,"","","","","","",366.475,"",339.598,2.054,25.537
6453,-1511840,244112,12.382,"","","","","","",366.475,"",339.598,2.054,25.537
6616,-1460948,218666,13.064,"","","","","","",366.475,"",339.598,2.054,25.537
5647,-1435502,371341,57.057,"","","","","","",334.244,0.145,342.392,1.238,2.492
1890,-443109,982044,"","","","","","","",752.280,0.002,360.640,1.508,0.516
1687,-1791745,1007490,6.346,"","","","","",0.034,386.149,0.055,360.755,1.841,1.781
4478,-1995313,549463,82.979,"","","","","",0.409,254.733,2.687,383.944,25.923,1.354
10557,-417664,-442929,"","","","","","","",578.026,27.537,368.846,13.480,1.100
753,91256,1211058,55.182,6.098,"","","","","",1444.697,2.328,375.212,1.087,1.045
2626,-544893,854815,"","","","","","","",771.386,1.962,346.504,6.992,0.815
2630,-443109,854815,"","","","","","","",290.062,0.300,353.148,2.217,4.053
3091,-264988,778477,"","","","","","","",840.350,0.067,358.504,0.423,0.543
567,-1944421,1236504,31.788,"","","","","","",6336.272,66.404,378.535,2.131,2.623
2778,-468555,829369,"","","","","","","",428.483,1.179,358.995,5.086,3.203
2935,-264988,803923,"","","","","","","",839.995,0.067,358.663,0.423,0.544
3237,-697569,753031,"","","","","","","",656.971,0.104,351.481,2.227,0.511
3401,-697569,727585,"","","","","","","",656.971,0.104,351.481,2.227,0.511
2780,-417664,829369,"","","","","","","",287.353,0.262,353.931,2.269,4.050
3229,-901137,753031,"","","","","","","",821.951,1.928,362.388,1.720,1.813
8682,-1511840,-112132,76.270,"","","","","","",982.433,8.342,373.264,3.876,1.429
5648,-1410056,371341,57.987,"","","","","","",335.713,0.147,345.547,1.255,2.505
5649,-1384610,371341,57.987,"","","","","","",335.713,0.147,345.547,1.255,2.505
5812,-1359164,345895,34.124,"","","","","","",335.713,0.147,345.547,1.255,2.505
1081,-570339,1134720,"","","","","","","",535.431,0.087,280.900,0.878,0.267
1883,-621231,982044,"","","","","","","",725.957,0.004,342.402,1.385,0.561
3138,981864,778477,28.971,37.158,"","","","",0.055,215.041,0.193,383.679,2.026,1.681
2482,-443109,880261,"","","","","","","",282.459,0.258,355.168,2.278,4.175
3081,-519447,778477,"","","","","","","",774.319,3.350,372.245,11.807,0.903
9016,-799353,-163024,330.214,"","","","","",0.056,1040.134,3.845,382.135,4.871,1.892
2779,-443109,829369,"","","","","","","",281.768,0.254,355.352,2.284,4.186
1426,-1104704,1058382,"","","","","","","",477.004,0.135,356.551,0.909,0.712
8034,-1817191,-10348,55.960,"","","","","",0.192,742.149,84.112,375.074,43.189,1.387
435,-341326,1287396,"","","","","","","",822.968,0.260,376.167,1.816,0.259
6144,-1155596,295003,44.177,"","","","","","",501.656,0.185,361.884,1.860,2.626
7581,-1206488,65990,7.670,"","","","","","",302.716,0.504,358.374,2.442,3.651
11613,-723015,-697389,5.278,"","","","",0.036,0.018,1563.401,49.566,305.649,3.461,2.163
4225,-315880,600355,"","","","","","","",554.891,0.128,384.408,0.707,0.166
8397,-697569,-61240,77.657,"","","","","",0.195,362.423,0.526,380.123,6.992,1.585
12055,-544893,-824619,5.229,"","","","",0.036,0.018,1929.532,49.976,415.926,3.424,0.299
1702,-1410056,1007490,1.789,"","","","","",0.004,304.565,"",341.230,1.246,0.712
10406,-1079258,-417483,30.094,"","","","","",0.011,424.262,0.472,339.350,1.573,1.748
819,-1104704,1185612,"","","","","","","",402.808,0.175,367.418,0.909,1.143
11983,-392218,-799173,"","","","","","","",427.862,1.568,369.330,2.546,2.344
1305,-952029,1083828,"","","","","","","",484.143,"",331.136,1.310,0.466
2775,-544893,829369,"","","","","","","",803.824,2.542,360.229,8.915,0.847
2761,-901137,829369,"","","","","","","",749.521,0.161,383.484,2.321,2.905
12122,-748461,-850065,5.278,"","","","",0.036,0.018,314.052,1.343,387.277,2.837,0.069
3351,-1969867,727585,194.732,"","","","","",1.796,402.524,1.074,416.113,3.456,1.967
3513,-2046205,702139,209.725,"","","","","",1.952,444.223,1.189,367.473,5.082,1.770
7106,-1181042,142328,10.684,"","","","","","",302.716,0.504,371.595,2.078,3.785
6973,-519447,167774,"","","","","","","",471.255,3.907,332.045,2.484,1.091
1891,-417664,982044,"","","","","","","",756.061,0.018,369.410,1.554,0.553
1978,-1944421,956598,6.346,"","","","","",0.034,2258.226,1.711,363.469,0.711,0.614
752,65810,1211058,55.182,1.601,"","","","","",1593.462,2.269,386.963,1.043,1.124
8200,-1664516,-35794,39.498,"","","","","","",291.621,0.273,386.374,11.559,1.259
3066,-901137,778477,"","","","","","","",842.928,2.004,371.568,1.787,1.857
3220,-1130150,753031,1.631,"","","","","",0.003,366.248,0.116,369.506,1.902,1.087
10304,-417664,-392037,"","","","","","","",683.126,60.328,367.594,18.801,0.187
3065,-926583,778477,"","","","","","","",843.742,2.007,371.924,1.789,1.859
2038,-417664,956598,"","","","","","","",658.100,0.293,362.919,1.185,0.573
840,-570339,1185612,"","","","","","","",594.293,0.092,304.949,1.513,0.421
11347,-468555,-621051,"","","","","","","",285.863,1.083,309.416,5.956,1.084
4874,-214096,498571,"","","","","","","",457.789,"",355.286,0.434,0.335
1434,-901137,1058382,"","","","","","","",428.763,0.209,389.530,2.165,1.090
2046,-214096,956598,"","","","","","","",1631.604,0.253,420.572,3.645,0.057
11337,-723015,-621051,3.158,"","","","",0.022,0.011,1018.341,31.616,381.467,43.221,2.674
6772,-1562732,193220,10.684,"","","","","","",492.417,0.158,357.195,4.289,3.309
271,-1028367,1338288,"","","","","","","",1488.157,6.773,369.539,0.613,1.201
4010,-1766299,625801,0.557,"","","","","","",165.022,1.605,326.104,2.201,1.360
70,-2071651,1440072,70.561,"","","","","",0.990,1466.618,3.852,342.791,14.477,1.022
2927,-468555,803923,"","","","","","","",408.413,0.708,360.160,4.903,2.717
958,-646677,1160166,"","","","","","","",1171.562,0.135,306.271,0.886,1.229
2156,-1155596,931152,"","","","","","","",707.604,0.566,335.052,0.801,0.652
9881,-952029,-315700,22.658,"","","","","",0.024,370.808,2.188,317.924,3.244,1.281
690,-1511840,1211058,1.789,"","","","","",0.004,1434.373,0.421,368.648,0.462,1.438
6758,-1918975,193220,92.659,"","","","","",0.060,380.638,0.587,393.136,2.075,2.065
3415,-341326,727585,"","","","","","","",572.382,0.117,383.512,0.593,""
2686,1567121,854815,754.085,7306.600,"",337.314,6.874,"",2.257,955.857,2.257,373.139,2.064,0.633
8336,1796135,-35794,331.671,43.484,13.662,25.712,6.991,119.722,11.024,375.196,147.425,373.799,118.929,0.805
1428,-1053813,1058382,"","","","","","","",421.605,"",380.281,2.692,0.243
165,-1257380,1389180,"","","","","","","",628.462,0.175,351.079,1.054,0.378
1300,-1079258,1083828,"","","","","","","",442.674,"",379.489,3.151,0.298
1301,-1053813,1083828,"","","","","","","",442.674,"",379.489,3.151,0.298
12224,193040,-875511,178.200,364.768,152.734,"","",27.617,0.197,247.810,21.648,434.321,10.087,4.570
5001,-1181042,473125,0.912,"","","","","","",789.534,0.723,348.407,1.513,1.436
11239,-748461,-595605,5.072,"","","","",0.028,0.014,940.416,27.468,384.576,39.812,2.705
7425,-1155596,91436,9.893,"","","","","","",302.716,0.504,383.925,1.952,3.911
10531,-1079258,-442929,36.688,"","","","","","",434.286,0.542,348.932,1.650,1.780
8210,-1410056,-35794,151.546,"","","","","","",647.408,17.161,381.460,3.002,1.370
8205,-1537286,-35794,84.093,"","","","","","",588.831,11.285,411.507,4.341,1.414
7762,-646677,40544,77.657,"","","","","",0.195,1781.993,10.606,411.335,24.484,2.352
1304,-977475,1083828,"","","","","","","",497.267,"",340.222,1.338,0.476
751,40364,1211058,55.182,"","","","","","",2122.615,1.857,406.318,0.805,1.160
7402,-1740853,91436,101.142,"","","","","",0.050,107.508,1.806,357.043,7.420,1.466
10303,-443109,-392037,"","","","","","","",658.259,52.698,388.497,11.333,0.346
2907,-977475,803923,"","","","","","","",833.695,1.496,384.154,2.019,2.229
10637,-1511840,-468375,78.681,"","","","","",0.255,295.023,0.863,394.278,2.654,0.904
425,-595785,1287396,"","","","","","","",866.188,5.120,346.223,1.704,1.283
537,-214096,1261950,"","","","","","","",1319.563,"",386.580,0.336,0.401
8856,-1028367,-137578,39.498,"","","","","","",1980.099,18.789,381.363,1.919,1.912
9007,-1028367,-163024,39.498,"","","","","","",1978.815,18.761,381.507,1.923,1.911
2035,-494001,956598,"","","","","","","",605.280,"",373.824,1.241,0.540
2036,-468555,956598,"","","","","","","",634.436,0.125,373.527,1.198,0.508
3224,-1028367,753031,"","","","","","","",681.230,1.222,367.757,1.676,2.133
3580,-341326,702139,"","","","","","","",677.729,0.149,381.394,0.652,0.851
6807,-672123,193220,337.719,"","","","","",0.453,520.072,0.499,406.571,2.633,0.792
4334,-1588178,574909,1.463,"","","","","","",202.843,1.453,368.578,3.097,1.234
6814,-494001,193220,"","","","","","","",987.398,5.550,366.700,2.960,1.282
10162,-723015,-366591,22.658,"","","","","",0.024,634.508,3.747,406.748,2.943,2.593
5662,-1053813,371341,0.912,"","","","","","",363.702,0.596,392.321,6.382,1.287
6795,-977475,193220,44.211,"","","","","","",742.092,1.982,383.719,1.285,1.021
10386,-1588178,-417483,78.681,"","","","","",0.255,199.518,8.673,331.160,4.982,0.759
268,-1104704,1338288,"","","","","","","",449.012,0.260,396.944,1.526,0.153
9458,-824799,-239362,532.734,"","","","","",0.325,409.765,0.412,386.510,7.587,56.028
9459,-799353,-239362,496.072,"","","","","",0.252,409.765,0.412,386.510,7.587,56.028
9460,-773907,-239362,460.180,"","","","","",0.182,409.765,0.412,386.510,7.587,56.028
9461,-748461,-239362,426.445,"","","","","",0.115,409.765,0.412,386.510,7.587,56.028
9602,-824799,-264808,178.466,"","","","","",0.094,409.765,0.412,386.510,7.587,56.028
9603,-799353,-264808,243.242,"","","","","",0.171,409.765,0.412,386.510,7.587,56.028
9604,-773907,-264808,305.609,"","","","","",0.244,409.765,0.412,386.510,7.587,56.028
9746,-824799,-290254,97.923,"","","","","","",409.765,0.412,386.510,7.587,56.028
4376,-519447,574909,"","","","","","","",737.402,0.203,382.417,2.115,1.798
4536,-519447,549463,"","","","","","","",737.402,0.203,382.417,2.115,1.798
4211,-672123,600355,"","","","","","","",798.694,0.558,350.040,1.412,1.627
6947,-1181042,167774,12.774,"","","","","","",302.716,0.504,394.479,1.844,4.019
412,-926583,1287396,"","","","","","","",365.862,0.011,379.750,0.683,0.110
3578,-392218,702139,"","","","","","","",463.599,0.173,378.480,0.937,1.515
4168,-1766299,600355,0.557,"","","","","","",165.022,1.605,333.813,2.198,1.392
4327,-1766299,574909,0.557,"","","","","","",165.022,1.605,333.813,2.198,1.392
10514,-1511840,-442929,78.681,"","","","","",0.255,304.189,1.308,400.480,3.072,0.918
3895,-621231,651247,"","","","","","","",988.365,1.308,383.521,1.116,1.321
10153,-952029,-366591,22.658,"","","","","",0.024,367.534,2.512,322.723,3.037,1.321
2909,-926583,803923,"","","","","","","",824.288,1.017,395.605,2.234,2.576
1079,-621231,1134720,"","","","","","","",966.202,0.090,324.009,1.063,2.146
1211,-315880,1109274,"","","","","","","",1853.017,0.604,375.495,1.368,0.182
1057,-1181042,1134720,"","","","","","","",532.121,0.645,379.926,1.354,1.631
10681,-392218,-468375,"","","","","","","",651.187,25.265,404.784,13.040,1.109
646,65810,1236504,55.182,1.894,"","","","","",660.007,2.638,383.521,1.575,0.862
2003,-1308272,956598,"","","","","","","",367.343,0.314,392.286,1.285,0.550
434,-366772,1287396,"","","","","","","",894.019,0.282,390.604,2.266,0.269
9017,-773907,-163024,294.761,"","","","","",0.076,999.533,3.499,405.319,4.971,2.007
11979,-494001,-799173,"","","","","","","",1732.497,44.782,424.721,3.613,0.617
1585,-621231,1032936,"","","","","","","",547.100,"",366.674,1.934,0.598
1052,-1308272,1134720,1.789,"","","","","",0.004,483.226,0.059,371.467,0.662,0.240
2926,-494001,803923,"","","","","","","",760.053,3.213,393.291,12.058,1.081
2910,-901137,803923,"","","","","","","",819.941,0.796,400.897,2.333,2.736
6629,-1130150,218666,44.211,"","","","","","",423.800,0.178,382.611,2.304,2.676
2453,-1181042,880261,0.162,"","","","","","",473.966,0.244,368.124,2.009,0.501
4805,-1969867,498571,62.733,"","","","","",0.420,229.210,1.211,398.640,2.490,1.213
9880,-977475,-315700,22.658,"","","","","",0.024,367.101,2.519,325.249,3.059,1.321
10019,-977475,-341146,22.658,"","","","","",0.024,367.101,2.519,325.249,3.059,1.321
10020,-952029,-341146,22.658,"","","","","",0.024,367.101,2.519,325.249,3.059,1.321
10021,-926583,-341146,22.658,"","","","","",0.024,367.101,2.519,325.249,3.059,1.321
10152,-977475,-366591,22.658,"","","","","",0.024,367.101,2.519,325.249,3.059,1.321
8530,-1333718,-86686,39.498,"","","","","","",647.408,17.161,406.087,1.876,1.459
149,-1664516,1389180,13.957,"","","","","",0.011,438.347,9.106,408.190,2.689,2.013
71,-2046205,1440072,83.129,"","","","","",1.248,1487.388,3.874,356.433,14.436,1.059
1210,-341326,1109274,"","","","","","","",2600.445,0.966,374.449,1.451,0.330
6145,-1130150,295003,40.349,"","","","","","",537.872,0.172,385.969,1.775,2.766
11978,-519447,-799173,0.068,"","","","","","",1833.517,47.571,431.536,3.636,0.535
11532,-468555,-671943,"","","","","","","",254.367,0.713,380.124,2.853,1.950
8197,-1740853,-35794,54.360,"","","","","",0.173,99.486,0.802,385.365,18.764,1.317
3581,-315880,702139,"","","","","","","",872.366,0.150,390.799,0.451,0.634
2623,-621231,854815,"","","","","","","",859.691,0.659,342.296,2.532,0.805
11128,-901137,-570159,136.369,"","","","",0.441,0.412,118.259,0.456,403.087,5.510,4.238
8689,-1333718,-112132,39.498,"","","","","","",648.729,17.175,408.115,1.881,1.469
777,-2173435,1185612,1.598,"","","","","","",417.399,1.117,416.804,0.983,2.492
720,-748461,1211058,"","","","","","","",426.401,0.363,375.100,1.700,0.769
4640,-1969867,524017,62.733,"","","","","",0.420,229.210,1.211,392.353,1.579,1.194
2624,-595785,854815,"","","","","","","",863.133,0.662,343.529,2.543,0.808
2625,-570339,854815,"","","","","","","",863.133,0.662,343.529,2.543,0.808
209,-1282826,1363734,"","","","","","","",887.658,0.247,363.207,1.082,0.391
1838,-1766299,982044,6.346,"","","","","",0.034,745.966,0.917,381.951,1.252,1.507
10288,-824799,-392037,22.658,"","","","","",0.024,350.085,1.995,469.815,3.825,3.367
11528,-570339,-671943,"","","","","","","",945.830,34.434,388.905,7.077,8.153
1741,-417664,1007490,"","","","","","","",910.752,0.044,390.571,1.475,0.603
3713,-1155596,676693,1.789,"","","","","",0.004,190.197,"",431.109,2.095,1.372
3874,-1155596,651247,1.789,"","","","","",0.004,190.197,"",431.109,2.095,1.372
3875,-1130150,651247,1.789,"","","","","",0.004,190.197,"",431.109,2.095,1.372
4848,-875691,498571,"","","","","","","",419.200,3.139,354.444,0.732,1.521
3548,-1155596,702139,1.789,"","","","","",0.004,190.197,"",431.609,2.099,1.374
4545,-290434,549463,"","","","","","","",585.235,0.051,410.444,1.363,1.076
12493,-366772,-1079078,18.693,"","","","","","",50.603,0.625,390.180,2.326,1.100
6099,-2300665,295003,148.529,"","","","","",0.961,239.743,12.639,389.359,5.541,0.734
3222,-1079258,753031,"","","","","","","",764.969,0.539,411.948,2.094,2.569
6627,-1181042,218666,44.211,"","","","","","",452.628,0.203,390.324,2.463,2.888
4385,-290434,574909,"","","","","","","",586.096,0.053,411.291,1.366,1.073
7577,-1308272,65990,7.670,"","","","","","",232.166,0.275,301.825,1.070,4.096
1583,-672123,1032936,"","","","","","","",662.406,0.088,372.761,1.979,0.600
3083,-468555,778477,"","","","","","","",389.804,"",362.331,4.884,1.777
8082,-595785,-10348,"","","","","","","",554.679,0.880,396.128,4.036,1.197
5011,-926583,473125,0.723,"","","","","","",419.200,3.139,355.267,1.411,1.525
8681,-1537286,-112132,86.713,"","","","","","",1129.876,4.460,385.757,3.285,1.513
841,-544893,1185612,"","","","","","","",588.133,0.092,297.883,0.646,0.401
10434,-366772,-417483,"","","","","","","",986.601,73.239,396.820,20.829,1.089
605,-977475,1236504,"","","","","","","",393.266,0.001,378.284,0.703,0.094
2760,-926583,829369,"","","","","","","",807.392,0.158,416.171,2.619,3.199
3564,-748461,702139,"","","","","","","",433.753,0.027,375.845,1.196,1.403
2130,-1817191,931152,6.346,"","","","","",0.034,182.094,0.715,406.938,2.093,1.005
10305,-392218,-392037,"","","","","","","",785.466,75.925,371.471,34.050,0.024
8238,-697569,-35794,77.657,"","","","","",0.195,474.672,1.561,418.858,7.431,1.838
2152,-1257380,931152,"","","","","","","",351.051,0.225,400.200,1.605,0.632
