"point_id","x","y","total_1860","total_1830","slaves_1830","total_1790","slaves_1790","slaves_1860","free_blacks_1860","total_1970","black_1970","total_1910","black_1910","total_2010","black_2010","jail_2010","jail_black_2010"
10077,498391,-341146,2909.256,37.000,4.000,"","",2163.024,0.122,16629.811,10526.225,14015.608,12289.736,5828.985,4257.143,38.351,34.251
6084,1439892,320449,2589.388,1877.000,289.000,1732.000,91.000,264.981,62.054,6690.892,154.918,5597.627,194.695,5814.069,90.639,26.723,1.844
6401,1261770,269558,3504.307,1255.000,140.000,173.000,6.000,19.385,0.225,5250.792,3.115,9799.950,41.203,5592.921,16.928,13.144,1.322
7302,-239542,116882,"","","","","","","",8511.506,114.642,4962.061,107.702,5810.456,89.343,25.966,0.951
2064,243931,956598,31.421,5.000,"","","","",5.092,2931.402,25.269,2767.064,1.917,5657.767,212.532,17.791,""
6028,14918,320449,1859.749,"","","","",0.086,2.857,5444.798,21.884,7928.813,13.332,5701.957,52.907,10.779,""
10520,-1359164,-442929,78.681,"","","","","",0.255,3184.961,127.711,440.839,2.814,5202.591,58.934,11.557,0.427
5393,422053,422233,6668.876,12.000,"","","","",11.884,7921.454,15.875,8785.001,21.307,5755.452,31.650,13.087,10.957
3291,676513,753031,101.631,"","","","","",0.018,6562.363,"",203.924,0.073,5667.966,101.374,15.954,5.414
10337,422053,-392037,1809.620,145.000,38.000,"","",1047.238,4.243,5710.080,2372.719,4732.125,3452.876,5874.524,3105.207,19.428,18.140
9924,142148,-315700,903.946,48.000,6.000,"","",61.481,"",2952.282,1.029,4601.780,124.065,5733.883,27.664,22.399,1.035
11099,1236324,-544713,997.781,480.000,127.000,"","",289.875,0.788,6801.442,2007.634,6665.033,2279.672,6217.821,1909.680,21.733,8.389
9365,523837,-213916,2027.696,424.000,119.000,"","",937.973,1.841,13463.966,4685.110,9673.269,5573.670,5867.196,1695.579,33.554,21.990
11557,167594,-671943,1796.705,"","","","",700.715,0.142,4427.694,1276.371,5160.167,1517.113,5688.663,1713.498,18.932,8.086
10743,1185432,-468375,4431.051,3617.000,1425.000,"","",2390.866,24.085,7288.275,2902.631,8309.695,4936.716,5890.938,1732.351,15.230,6.051
5067,498391,473125,6574.841,111.000,2.000,"","","",1.874,14179.607,55.324,12510.970,38.599,5955.868,40.230,15.030,0.958
896,2228716,1185612,3123.415,1075.000,"",140.000,"","",12.777,2191.946,2.716,3149.651,4.331,5835.813,30.651,11.516,1.599
10057,-10528,-341146,"","","","","","","",2733.219,125.236,4759.049,512.570,5948.048,392.808,29.271,3.919
1154,-1766299,1109274,6.346,"","","","","",0.034,3475.516,17.098,1571.228,4.255,5884.306,72.247,14.396,0.819
10596,574729,-442929,5007.984,"","","","",3098.339,2.971,4587.337,2218.793,9464.319,5314.428,5833.624,2708.247,110.955,97.333
196,-1613624,1363734,1.789,"","","","","",0.004,2132.627,2.184,2894.799,12.573,5977.304,55.928,11.042,0.029
7707,-2046205,40544,79.372,"","","","","",0.394,1321.229,34.720,1141.208,11.165,6269.736,601.536,22.042,6.111
11752,498391,-722835,4327.822,1569.000,754.000,"","",2592.472,4.646,6579.782,3611.958,6794.481,3874.698,5676.325,2778.468,46.283,33.250
11577,676513,-671943,607.625,495.000,162.000,"","",180.717,1.435,3275.108,809.111,2606.215,777.617,5840.785,1282.527,15.651,4.682
6315,-926583,269558,9.780,"","","","","","",1206.473,2.850,590.980,0.907,5742.169,43.276,10.907,""
4126,1490783,625801,2559.125,282.000,"",344.000,2.000,"",3.347,3790.169,8.091,6872.702,12.484,5532.825,34.189,19.713,0.456
7318,167594,116882,3544.660,295.000,36.000,"","",412.276,1.004,6751.474,119.375,8465.682,253.993,5668.904,46.386,9.062,0.729
11407,1058202,-621051,3193.411,547.000,144.000,"","",2036.818,1.086,6090.401,2929.337,8972.759,5740.552,6182.741,3649.811,47.805,48.710
5834,-799353,345895,19.878,"","","","","",0.019,1191.018,0.690,7286.996,40.465,5829.896,47.217,12.250,0.461
5864,-35974,345895,897.810,"","","","",1.953,0.781,5653.159,7.067,8043.760,29.314,5432.671,43.039,10.293,0.309
4084,116702,625801,64.256,"","","","","","",5840.890,2.077,6021.430,1.728,5723.857,56.577,5.170,""
11088,956418,-544713,6465.293,981.000,400.000,"","",3733.313,-0.954,5719.585,4108.356,11808.185,9929.826,6253.304,4454.602,24.333,24.982
5732,727405,371341,3368.564,1044.000,"","","","",3.707,6610.803,3.766,7685.953,33.634,5688.868,37.987,24.248,2.165
7046,1338108,167774,2679.488,1582.000,203.000,261.000,14.000,331.239,40.266,7847.607,394.688,6074.947,425.134,5540.963,80.602,14.987,1.120
6001,-672123,320449,29.032,"","","","","",0.031,3791.616,3.991,1848.134,3.470,5750.849,243.447,19.395,0.445
9332,-315880,-213916,"","","","","","","",1870.314,22.112,3506.843,0.147,5698.110,165.196,40.633,2.882
11278,243931,-595605,2727.509,276.000,110.000,"","",1525.941,68.413,5734.536,2524.365,7100.712,3944.118,5737.340,1892.269,54.295,24.644
906,-1969867,1160166,6.346,"","","","","",0.034,4709.384,13.535,3016.832,3.564,5492.833,42.282,20.273,0.216
7281,-773907,116882,337.719,"","","","","",0.453,1237.978,6.789,4705.492,144.337,5357.712,72.160,29.075,0.930
1247,2025149,1109274,2312.258,1182.000,"",787.000,"","",0.896,2552.756,0.803,2268.896,1.288,5602.735,38.719,23.784,1.026
1197,-672123,1109274,"","","","","","","",1182.146,0.210,238.621,0.225,5504.480,33.152,146.203,8.095
1651,1719797,1032936,5951.607,2456.000,"",75.000,1.000,"",13.859,9272.806,250.383,6825.003,27.831,5979.690,892.905,16.322,5.013
10598,625621,-442929,4168.063,"","","","",1252.597,0.538,5170.845,1499.616,8596.752,2594.199,5728.741,1911.757,20.378,12.964
475,-1791745,1261950,2.083,"","","","","",0.004,3663.495,57.367,787.249,0.283,5696.421,68.737,19.742,0.887
9373,727405,-213916,3442.334,1943.000,110.000,"","",481.326,4.691,4956.712,151.134,4823.173,422.268,5694.333,549.518,46.287,0.674
1910,65810,982044,46.567,"","","","","","",5422.328,2.403,5437.409,3.118,5739.805,64.782,11.224,0.933
10053,-112312,-341146,"","","","","","","",7655.376,348.336,7641.583,573.747,5777.390,291.211,24.588,5.799
1017,-2198881,1134720,21.949,"","","","","",0.071,248.920,0.561,53.101,0.019,5875.738,69.947,27.763,""
5755,1312662,371341,10536.441,8246.000,58.000,3161.000,45.000,6.234,182.210,13662.128,104.937,16475.945,266.432,5840.694,27.828,21.018,1.414
11380,371161,-621051,2020.495,272.000,97.000,"","",994.466,5.857,4592.976,817.663,3660.029,1205.183,6066.210,939.865,132.668,73.174
11304,905526,-595605,4609.241,1376.000,419.000,"","",1726.244,10.123,5842.687,1889.122,9484.377,3571.227,6032.061,1693.137,28.106,20.462
8261,-112312,-35794,10.435,"","","","","",0.528,5134.774,49.258,6500.360,72.612,5659.075,128.815,39.568,15.559
11218,1389000,-570159,1103.171,998.000,758.000,438.000,330.000,808.183,10.741,2255.203,1125.613,1970.970,1523.050,6388.237,2740.303,41.182,49.598
8446,549283,-61240,2358.504,470.000,81.000,"","",160.589,1.808,8324.002,606.929,8317.722,150.386,5570.533,332.817,17.083,5.319
4087,193040,625801,118.415,"","","","","","",7682.912,13.547,6202.960,12.062,5779.227,45.802,5.820,0.114
7473,65810,91436,1072.680,"","","","",0.719,"",4444.845,27.974,6422.356,91.880,5960.871,39.987,29.404,0.035
11918,142148,-773727,1139.109,"","","","",398.411,0.231,4687.408,820.237,3302.875,866.915,5834.599,171.926,27.159,1.721
3601,193040,702139,978.147,"","","","","",0.041,11134.969,14.706,7474.458,2.664,5910.210,30.710,16.027,0.823
5399,574729,422233,9407.259,203.000,"","","","",7.666,15929.424,68.567,14709.378,44.774,5938.329,40.800,9.040,0.284
5538,-61420,396787,42.556,"","","","","","",4636.590,5.618,7949.247,24.738,5679.977,35.709,17.243,0.468
10995,-1410056,-544713,78.681,"","","","","",0.255,2675.053,17.506,1310.136,6.953,5608.926,41.855,18.749,0.562
11863,1032756,-748281,331.171,263.000,120.000,"","",108.180,4.834,3427.273,562.057,1534.818,445.512,5816.168,951.234,30.075,2.769
11083,829189,-544713,8910.400,3681.000,1880.000,"","",6826.228,21.200,13910.117,7267.996,13433.416,10945.514,5905.444,4366.907,37.195,30.898
9933,371161,-315700,1946.215,136.000,25.000,"","",629.819,"",7969.883,1546.503,8766.621,3624.147,5866.052,1628.463,1.881,1.627
8269,91256,-35794,282.087,"","","","","",12.339,9202.248,136.933,15665.100,519.580,5870.311,92.840,23.247,4.210
6886,1338108,193220,1920.740,919.000,90.000,261.000,14.000,154.399,15.949,7043.165,130.098,5803.981,149.814,5846.013,34.874,21.270,2.017
10717,523837,-468375,4833.736,620.000,238.000,"","",3340.333,2.448,8516.176,5578.153,11866.541,9560.205,5628.474,4621.488,62.144,53.105
12630,-112312,-1282646,48.701,"","","","",0.057,0.533,238.887,0.279,219.415,0.598,6218.397,42.298,20.304,0.445
3771,320269,676693,3958.410,"","","","","",0.096,6895.978,10.261,7499.536,5.064,5969.726,26.984,4.899,0.235
5532,-214096,396787,28.406,"","","","","","",13448.690,27.154,4594.228,3.938,5698.689,34.296,16.450,0.562
982,-35974,1160166,7.411,"","","","","","",4072.457,1.193,4210.813,2.305,5821.980,90.493,25.780,3.330
11362,-86866,-621051,986.119,"","","","",201.712,0.062,5996.471,821.642,11732.807,1399.522,5438.238,347.921,33.034,8.160
5557,422053,396787,7998.726,52.000,"","","","",6.800,13445.076,172.617,11631.198,97.932,5928.993,37.043,10.824,0.137
6910,-2122543,167774,92.659,"","","","","",0.060,4060.782,66.366,3143.122,19.692,6094.471,61.514,14.235,0.502
8940,1109094,-137578,3918.043,3207.000,279.000,390.000,18.000,345.510,48.962,8436.680,57.644,8202.601,220.322,5842.950,49.330,32.691,0.914
7953,193040,15098,3383.207,54.000,4.000,"","",127.782,2.826,4271.147,5.174,7942.909,43.539,5751.110,24.745,10.985,""
5892,676513,345895,4097.235,318.000,"","","","",8.074,10071.711,291.129,16015.871,348.681,5877.572,117.273,15.686,2.150
11061,269377,-544713,3329.116,130.000,16.000,"","",1537.427,11.254,8259.356,3252.003,7568.358,3998.410,5833.107,2012.092,133.699,38.000
10829,320269,-493821,2825.444,121.000,48.000,"","",1286.291,0.316,8463.529,2571.503,6617.057,2770.102,5906.532,1055.553,67.574,48.788
4290,1592567,600355,4692.878,1783.000,"",344.000,2.000,"",31.798,10183.440,98.127,9779.158,84.739,5996.896,51.383,24.737,1.873
10729,829189,-468375,3497.474,1814.000,343.000,"","",1129.589,7.351,5547.431,1543.223,9177.165,3103.650,6228.019,1342.759,26.158,8.386
3536,-1460948,702139,1.789,"","","","","",0.004,3466.206,1.229,934.359,1.526,5693.648,28.756,24.510,1.159
4029,-1282826,625801,1.789,"","","","","",0.004,2543.324,0.112,1492.648,0.228,5707.984,21.571,5.657,""
10042,-392218,-341146,"","","","","","","",1944.150,117.381,2785.718,0.098,5748.647,412.625,44.451,2.027
3435,167594,727585,1563.427,"","","","","",0.345,16530.051,25.432,9445.538,2.633,5924.653,39.583,13.654,0.619
4961,-2198881,473125,481.549,"","","","","",4.425,4959.515,32.060,1921.431,13.245,5796.964,70.207,18.763,1.905
9110,1592567,-163024,3799.453,2497.000,939.000,1300.000,467.000,1671.519,117.175,9913.881,3565.889,6655.491,2524.730,5911.125,2095.015,22.279,6.100
4094,371161,625801,6197.391,"","","","","",6.878,6351.938,1.961,7798.767,8.022,5859.834,65.586,5.834,""
8760,472945,-112132,1816.299,170.000,20.000,"","",104.145,"",6819.538,11.779,8836.041,42.138,6132.414,34.362,36.283,1.702
7485,371161,91436,2757.172,242.000,21.000,"","",45.361,2.583,4211.560,3.350,5304.955,20.243,6050.739,20.809,9.701,0.282
6431,-2071651,244112,578.699,"","","","","",7.729,1043.458,3.201,816.967,4.710,5988.676,72.832,23.341,0.540
8974,-1868083,-163024,55.960,"","","","","",0.192,2264.157,6.356,708.198,8.018,5833.776,173.572,21.580,1.630
3205,-1511840,753031,1.789,"","","","","",0.004,2958.250,0.634,958.942,2.118,5932.833,25.622,19.361,0.098
2689,1643459,854815,7984.971,5021.000,1.000,342.000,7.000,"",24.826,6242.795,3.996,7293.198,14.225,5709.736,35.907,12.919,0.429
3107,142148,778477,1788.251,"","","","","",0.295,10199.341,25.067,7073.791,4.369,5976.978,43.982,8.059,0.068
6204,371161,295003,6302.210,467.000,110.000,"","",584.682,12.137,5656.991,217.593,7837.678,375.472,5873.506,231.389,11.465,1.590
11871,1236324,-748281,542.489,46.000,19.000,"","",174.078,0.249,2721.053,532.591,3094.376,1103.210,5653.621,431.711,29.540,3.790
1808,1923365,1007490,3874.397,3269.000,"",854.000,1.000,"",2.098,6311.815,14.968,5102.231,5.291,5885.110,29.140,11.441,0.150
3039,-1588178,778477,1.789,"","","","","",0.004,935.228,34.385,313.259,0.092,6188.176,352.739,20.961,""
12274,-35974,-900957,1420.638,"","","","",777.702,"",6437.926,1348.014,4838.803,1922.258,6054.495,673.488,26.546,8.408
11307,981864,-595605,6880.269,989.000,255.000,"","",3348.969,6.884,9536.842,2883.279,9240.388,5076.240,6132.869,2205.457,30.681,8.629
11012,-977475,-544713,36.688,"","","","","","",1713.724,81.411,677.719,3.290,5936.677,123.599,24.030,1.287
5551,269377,396787,5220.989,"","","","","",3.053,6674.120,27.834,15014.436,1239.339,5858.116,46.725,9.632,0.007
12088,294823,-824619,304.739,416.000,164.000,"","",60.197,15.679,5762.024,943.779,2999.933,759.030,6060.083,666.678,45.954,13.521
11201,956418,-570159,5460.531,1154.000,305.000,"","",1963.199,0.894,7168.265,3198.577,11740.044,7592.068,5140.202,2596.819,18.980,13.507
10374,1363554,-392037,4446.881,2923.000,1461.000,981.000,307.000,2633.088,92.282,6733.591,3698.788,9521.875,6779.774,5874.501,3347.054,26.362,19.015
11774,1058202,-722835,912.350,676.000,338.000,"","",449.823,2.143,3051.329,1125.133,2178.537,1106.253,5698.149,1201.676,34.859,7.904
1102,-35974,1134720,7.411,"","","","","","",4292.965,1.851,4495.515,3.333,5819.091,92.589,25.395,2.868
8126,523837,-10348,3344.520,807.000,114.000,"","",115.318,0.278,3571.167,0.920,5860.630,15.573,5830.941,8.659,12.620,""
3758,-10528,676693,8.374,"","","","","","",6207.369,4.032,5566.030,1.315,5743.702,53.069,12.837,0.725
9155,-1053813,-188470,93.448,"","","","","","",1828.630,10.052,593.645,1.240,5932.418,122.586,1.437,0.003
7338,676513,116882,5382.710,1851.000,"","","","",43.250,7352.931,8.023,10405.114,104.143,5940.544,26.724,12.370,7.436
10718,549283,-468375,5263.285,621.000,234.000,"","",3542.495,2.958,7556.279,5144.751,11562.264,9226.525,5964.430,4922.041,134.361,102.246
666,-2122543,1211058,41.648,"","","","","","",3971.521,10.305,1895.349,0.400,5629.684,42.309,32.244,12.208
7869,-1944421,15098,310.815,"","","","","",2.386,5195.425,106.403,1141.208,11.165,6203.318,259.796,21.808,2.639
7463,-188650,91436,"","","","","","","",4230.962,35.029,5187.737,45.332,5949.303,115.091,32.067,1.713
9065,447499,-163024,1753.043,161.000,18.000,"","",140.099,0.499,9068.474,265.845,8734.830,549.832,5747.334,85.762,15.891,0.444
9798,498391,-290254,2336.580,155.000,17.000,"","",1435.386,0.347,6988.356,4422.523,9718.401,8111.518,5914.662,3831.340,43.878,36.796
8734,-188650,-112132,"","","","","","","",2472.477,14.177,5989.230,88.571,5917.371,184.440,26.673,2.602
959,-621231,1160166,"","","","","","","",1169.314,0.119,238.621,0.225,5371.847,16.981,9.576,""
10976,1058202,-519267,5755.949,1024.000,317.000,"","",2853.311,4.403,11182.938,2900.368,6147.485,4100.065,5558.506,2290.760,24.520,20.580
5505,-901137,396787,5.570,"","","","","",0.005,593.562,0.478,238.680,0.742,5951.975,35.094,10.352,""
2833,1007310,829369,16.565,32.000,"","","","","",2357.468,69.858,923.204,0.473,6413.401,62.140,31.579,1.099
2057,65810,956598,59.241,"","","","","","",6439.964,1.173,5918.497,1.744,5980.125,33.367,12.873,0.462
6043,396607,320449,8762.310,233.000,"","","",0.622,6.978,6912.734,13.048,9197.791,32.583,5994.501,46.431,7.404,0.088
4089,243931,625801,1297.552,"","","","","","",14408.977,42.114,9447.948,30.283,5914.469,54.292,9.422,0.888
29,-2020759,1490964,0.211,"","","","","","",49.283,0.075,9.575,0.003,6079.331,87.832,16.427,0.602
7163,269377,142328,6646.130,1053.000,156.000,"","",1267.428,9.481,6023.808,353.757,8198.118,949.531,5767.856,322.307,14.710,0.611
1608,-35974,1032936,17.879,"","","","","","",3795.716,0.928,4664.444,3.562,5568.733,42.793,9.685,""
5730,676513,371341,2866.366,318.000,"","","","",7.810,7392.953,35.372,9377.445,91.274,6273.500,58.113,9.671,4.726
11415,1261770,-621051,730.537,94.000,5.000,"","",117.655,1.448,5250.151,1319.251,4176.489,1619.013,6001.016,1307.649,51.739,20.214
11373,193040,-621051,2716.378,189.000,86.000,"","",1451.861,2.127,6046.522,2418.700,7657.883,3371.067,5689.827,982.815,27.606,6.833
10298,-570339,-392037,"","","","","","","",5020.281,272.243,146.677,0.186,5675.761,260.848,26.452,3.273
2669,549283,854815,163.589,14.000,"","","","",7.436,6947.322,0.872,6577.203,6.155,5894.886,33.477,45.565,2.721
7480,243931,91436,2968.975,494.000,82.000,"","",197.000,3.995,3371.605,12.394,4918.359,53.010,6286.655,34.956,14.576,1.017
6563,1287216,244112,2464.092,975.000,80.000,198.000,8.000,29.626,6.389,6045.128,15.972,9734.540,59.922,6256.443,299.367,23.999,1.833
10947,320269,-519267,2694.988,256.000,107.000,"","",997.845,0.673,7079.603,2545.128,6288.942,2336.111,6190.776,1642.841,119.791,92.139
4145,1974257,625801,1059.511,661.000,"",408.000,27.000,"",44.021,3427.908,239.060,2353.805,67.844,5519.980,266.638,9.196,2.136
6374,574729,269558,4409.899,1192.000,1.000,"","","",14.361,11503.495,34.534,14078.540,139.172,6085.967,61.610,14.996,0.819
9075,701959,-163024,5360.762,2834.000,327.000,"","",848.784,9.694,7647.337,548.638,7778.752,838.974,5852.931,241.618,26.079,1.853
10299,-544893,-392037,"","","","","","","",7644.359,430.345,1517.830,1.304,5422.223,141.084,27.042,2.066
8492,1719797,-61240,3375.289,2528.000,960.000,1224.000,365.000,1343.624,166.410,8224.462,2728.153,7057.996,2958.109,5815.966,1067.129,16.075,6.632
6048,523837,320449,5364.966,903.000,1.000,"","","",1.762,7265.113,7.875,8165.939,19.512,6034.748,56.299,13.397,6.168
10453,116702,-417483,476.194,10.000,5.000,"","",188.844,0.212,3915.846,639.102,4002.727,1099.220,6099.050,992.466,32.713,11.027
6692,472945,218666,7325.302,2062.000,2.000,"","","",11.745,7747.412,3.159,10197.305,27.977,6120.975,31.186,5.278,0.008
9731,-1206488,-290254,22.658,"","","","","",0.024,719.753,9.271,204.930,0.178,5893.104,81.017,9.300,1.017
3932,320269,651247,3909.528,"","","","","",0.396,7378.904,15.477,7584.773,5.771,6031.220,28.549,3.759,""
7061,1719797,167774,5156.694,5501.000,2501.000,2736.000,1432.000,2190.436,159.532,5220.552,1210.084,6484.319,1832.919,6342.055,633.165,56.488,33.238
4726,218485,524017,1982.002,"","","","","","",12116.288,24.495,10474.143,14.584,5891.989,47.085,10.397,0.658
6519,167594,244112,2929.265,150.000,9.000,"","",129.181,1.164,4859.370,0.582,8498.515,161.766,6098.203,51.327,20.546,35.050
10324,91256,-392037,81.576,2.000,1.000,"","",29.046,0.048,3748.388,515.956,2880.863,659.924,5871.855,664.956,34.058,7.352
10698,40364,-468375,2033.128,"","","","",300.966,0.240,5751.178,658.601,11021.474,921.612,5851.237,414.081,23.605,4.189
11829,167594,-748281,1192.437,"","","","",330.542,"",3882.322,754.493,2900.019,706.386,6033.992,627.580,15.233,4.961
1291,-1308272,1083828,1.719,"","","","","",0.003,4966.826,33.439,4023.162,40.101,6235.124,63.796,22.618,""
2681,905526,854815,"",8.000,"","","","","",2865.019,21.877,1733.515,0.900,6172.739,42.253,25.876,2.747
9091,1109094,-163024,2018.927,653.000,56.000,"","",141.917,22.389,4418.322,69.659,4496.145,56.741,5763.597,20.647,17.748,0.169
11748,396607,-722835,4829.674,1338.000,787.000,"","",3060.450,102.073,10567.821,3621.475,15787.750,9450.560,6239.280,2012.555,247.703,144.080
6860,676513,193220,4197.784,734.000,"","","","",7.026,5390.764,"",9112.755,34.630,6036.126,18.879,9.983,""
10465,422053,-417483,2219.814,161.000,38.000,"","",1415.185,2.140,5319.398,2116.326,5312.288,3644.518,6148.265,2692.323,20.603,16.723
1115,294823,1134720,12.012,6.000,"","","","","",10070.842,0.041,3148.304,1.076,6154.861,23.347,7.829,0.144
9077,752851,-163024,3772.662,2424.000,360.000,"","",701.197,10.766,4915.089,238.917,6693.942,975.081,5983.829,277.227,36.623,2.128
11181,447499,-570159,5175.740,668.000,499.000,"","",4548.888,5.671,5931.229,3488.538,4510.282,4011.688,5886.980,3366.374,712.112,437.848
10707,269377,-468375,3230.615,29.000,8.000,"","",1008.090,1.140,8769.422,3019.899,7701.788,3537.204,6148.936,2141.013,26.920,15.527
1231,193040,1109274,1.990,6.000,"","","","",0.039,3033.799,0.598,1469.339,1.025,6023.147,53.881,15.229,1.163
11491,829189,-646497,2366.407,1458.000,665.000,"","",1139.894,4.053,4763.275,2120.191,6336.638,3148.761,6003.306,2133.791,26.636,17.748
10582,218485,-442929,2641.979,268.000,59.000,"","",1101.980,0.835,5781.972,2011.309,8485.487,4201.487,5888.003,1243.258,34.486,8.438
8212,-1359164,-35794,151.546,"","","","","","",647.408,17.161,108.915,0.469,5213.882,12.659,18.732,0.081
10317,-86866,-392037,165.550,"","","","",23.386,"",4410.821,180.224,6798.309,490.660,5993.790,107.261,229.928,2.197
4248,269377,600355,1714.909,"","","","","",0.573,7939.046,2.726,7591.950,1.442,5846.161,26.189,5.889,0.180
11548,-61420,-671943,1211.416,"","","","",309.850,0.300,4911.819,1252.483,9465.229,2612.754,5881.766,874.961,14.969,4.904
3762,91256,676693,65.402,"","","","","","",7135.729,2.750,5564.697,3.611,6114.815,40.008,7.547,""
10072,371161,-341146,2643.927,269.000,55.000,"","",1310.994,1.889,10289.141,7559.810,10236.612,8440.632,5598.715,3294.734,21.211,21.706
6700,676513,218666,5540.039,850.000,"","","","",6.335,7115.859,1.281,10093.900,21.043,6067.959,25.781,9.738,""
8874,-570339,-137578,"","","","","","","",841.548,13.762,531.685,0.851,5854.791,135.207,22.509,0.846
4097,447499,625801,6451.593,110.000,2.000,"","","",7.425,8915.528,11.779,7936.277,9.922,5950.510,28.253,11.091,0.325
8517,-1664516,-86686,83.263,"","","","","","",302.744,0.280,84.373,0.267,5996.668,136.080,19.525,0.839
10827,269377,-493821,3496.484,65.000,11.000,"","",1303.304,1.098,7556.700,2912.291,7877.362,4000.823,6217.433,2777.648,209.698,16.603
9636,40364,-264808,"","","","","","","",6502.747,391.744,8488.663,930.811,5958.389,73.339,35.622,0.663
11749,422053,-722835,6693.908,4006.000,2895.000,"","",5379.121,92.019,6987.473,4150.272,12957.220,10355.192,4044.182,2282.917,21.709,14.990
4894,294823,498571,2138.152,"","","","","",0.918,7344.319,17.674,7908.664,14.131,6243.378,41.104,8.116,1.797
10543,-773907,-442929,26.143,"","","","","",0.018,2053.780,91.597,450.618,6.231,5857.368,156.134,36.197,1.491
8119,345715,-10348,1286.231,45.000,5.000,"","",11.872,0.424,3883.913,1.060,4549.181,0.424,5829.303,61.720,14.042,0.092
9354,243931,-213916,2125.998,136.000,19.000,"","",267.599,"",5882.280,115.704,7254.192,281.098,6128.980,71.578,27.484,2.696
3321,1745243,753031,12771.693,10555.000,"",4415.000,208.000,"",178.450,9737.342,68.280,9402.451,88.943,6141.083,113.218,12.192,1.084
6361,243931,269558,3666.093,150.000,25.000,"","",232.148,10.461,6085.295,88.514,10160.130,268.759,6227.667,119.420,"",""
173,2076041,1389180,754.402,712.000,"",173.000,"","",0.873,3103.490,25.509,2506.072,1.712,6356.772,32.405,10.262,0.160
5049,40364,473125,671.450,"","","","","",0.400,6296.266,2.399,7430.336,3.782,6059.159,23.172,6.950,""
7785,-61420,40544,83.626,"","","","","",1.233,5632.609,132.257,3985.238,25.751,6431.849,256.549,27.340,9.806
3918,-35974,651247,0.615,"","","","","","",6206.617,1.932,6453.732,1.337,5907.292,26.233,11.368,0.619
11080,752851,-544713,6781.979,1271.000,518.000,"","",5159.697,1.932,5621.563,3145.452,9154.699,7048.790,6022.769,2753.146,27.436,15.952
4888,142148,498571,952.247,"","","","","","",7243.668,6.742,7920.414,10.980,6063.331,48.322,5.342,1.227
11773,1032756,-722835,591.581,592.000,279.000,"","",248.899,6.507,4125.830,790.267,2402.548,895.748,6292.723,704.975,35.352,3.181
8302,930972,-35794,5817.664,4141.000,713.000,122.000,20.000,934.061,32.279,6500.675,326.543,8684.720,714.352,6087.473,163.587,28.213,3.729
12213,-86866,-875511,2302.281,"","","","",777.380,1.236,4589.923,587.158,6929.092,1641.189,6031.562,526.293,14.527,5.723
2520,523837,880261,125.942,14.000,"","","","",0.109,5459.216,3.599,5246.644,2.808,6025.962,35.341,34.119,10.239
11587,930972,-671943,1542.962,265.000,56.000,"","",215.550,2.494,7663.452,1042.168,7980.777,1670.656,6201.137,526.850,35.108,5.956
5496,-1130150,396787,0.912,"","","","","","",704.831,0.111,331.804,0.141,5374.745,41.329,36.881,2.231
262,-1257380,1338288,"","","","","","","",887.658,0.247,317.631,0.233,5706.979,17.392,6.140,""
7496,651067,91436,5721.663,1610.000,1.000,"","","",39.734,5229.880,1.916,10527.156,18.268,6214.548,31.237,13.867,8.123
11187,600175,-570159,3171.307,66.000,12.000,"","",1043.591,1.586,6984.318,1990.599,6685.047,1988.197,6341.736,1798.076,24.649,12.135
12316,-188650,-926403,861.670,"","","","",156.863,0.472,4080.748,55.036,5242.264,292.048,5737.576,86.508,14.822,1.780
12388,-188650,-977295,526.765,"","","","",73.042,"",5136.035,140.437,4252.745,216.727,6150.543,744.145,8.704,0.030
2712,-2147989,829369,248.069,"","","","","",2.789,8435.295,4.551,2210.248,3.519,5964.099,82.416,8.715,0.441
2060,142148,956598,241.468,5.000,"","","","",0.387,5874.746,1.205,5181.943,1.283,6177.476,32.049,18.608,0.794
9997,-1537286,-341146,56.473,"","","","","",0.163,1069.531,48.919,934.672,12.710,6147.934,390.174,19.487,3.352
7950,116702,15098,867.096,18.000,1.000,"","",7.079,10.878,10215.024,115.704,14426.003,406.761,6165.966,57.941,21.362,1.822
7212,1516229,142328,6520.704,6301.000,3753.000,3358.000,1431.000,3764.097,153.399,4626.188,2001.833,6517.780,3213.848,6153.169,1957.271,0.690,0.545
12352,-264988,-951849,273.402,"","","","",18.509,"",3610.495,30.216,2033.749,44.550,5867.106,73.239,23.041,0.768
6151,-977475,295003,0.912,"","","","","","",1253.551,0.930,857.973,5.413,6304.206,55.736,16.016,0.763
5936,1796135,345895,335.174,314.000,22.000,237.000,47.000,15.177,49.458,909.450,185.702,525.291,89.840,6010.777,462.949,18.334,19.290
3936,422053,651247,3858.401,19.000,"","","","",10.334,6949.965,5.816,7101.504,3.019,6145.667,167.138,12.964,0.965
110,-1766299,1414626,13.872,"","","","","",0.011,1250.875,3.393,626.973,0.913,6028.635,52.185,19.301,0.505
3938,472945,651247,5593.403,52.000,1.000,"","","",8.002,8403.293,6.071,8320.189,7.203,6241.023,40.241,26.138,3.002
5672,-799353,371341,19.878,"","","","","",0.019,2193.536,1.567,2398.492,3.132,6155.166,63.618,13.098,0.571
6156,-850245,295003,16.944,"","","","","",0.022,953.369,0.414,690.791,2.222,5870.471,79.823,9.622,0.642
